"","id","name","sex","age","height","weight","team","noc","games","year","season","city","sport","event","medal","gold","sex_c","event_gender"
"6515","63457","Aleksandr Vladimirovich Kovalyov","M",29,170,70,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Canoeing","Canoeing  Canadian Doubles, 500 metres","Bronze","0",-0.5,"Men's"
"6516","63457","Aleksandr Vladimirovich Kovalyov","M",29,170,70,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Canoeing","Canoeing  Canadian Doubles, 1,000 metres","Silver","0",-0.5,"Men's"
"6517","63458","Aleksey Vyacheslavovich Kovalyov","M",28,177,105,"Russia","RUS","2002 Winter",2002,"Winter","Salt Lake City","Ice Hockey","Ice Hockey  Ice Hockey","Bronze","0",-0.5,"Men's"
"6518","63464","Nikolay Anatolyevich Kovalyov","M",25,177,74,"Russia","RUS","2012 Summer",2012,"Summer","London","Fencing","Fencing  Sabre, Individual","Bronze","0",-0.5,"Men's"
"6519","63478","Csaba Kves","M",29,183,82,"Hungary","HUN","1996 Summer",1996,"Summer","Atlanta","Fencing","Fencing  Sabre, Team","Silver","0",-0.5,"Men's"
"6520","63498","Frdric Michel Kowal","M",25,201,96,"France","FRA","1996 Summer",1996,"Summer","Atlanta","Rowing","Rowing  Double Sculls","Bronze","0",-0.5,"Men's"
"6521","63500","Kristina Ann ""Kristy"" Kowal","F",21,182,66,"United States","USA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming  200 metres Breaststroke","Silver","0",0.5,"Women's"
"6522","63507","Justyna Kowalczyk","F",23,173,59,"Poland","POL","2006 Winter",2006,"Winter","Torino","Cross Country Skiing","Cross Country Skiing  30 kilometres","Bronze","0",0.5,"Women's"
"6523","63507","Justyna Kowalczyk","F",27,173,59,"Poland","POL","2010 Winter",2010,"Winter","Vancouver","Cross Country Skiing","Cross Country Skiing  Sprint","Silver","0",0.5,"Women's"
"6524","63507","Justyna Kowalczyk","F",27,173,59,"Poland","POL","2010 Winter",2010,"Winter","Vancouver","Cross Country Skiing","Cross Country Skiing  30 kilometres","Gold","1",0.5,"Women's"
"6525","63507","Justyna Kowalczyk","F",27,173,59,"Poland","POL","2010 Winter",2010,"Winter","Vancouver","Cross Country Skiing","Cross Country Skiing  15 km Skiathlon","Bronze","0",0.5,"Women's"
"6526","63507","Justyna Kowalczyk","F",31,173,59,"Poland","POL","2014 Winter",2014,"Winter","Sochi","Cross Country Skiing","Cross Country Skiing  10 kilometres","Gold","1",0.5,"Women's"
"6527","63521","Daniel Steven Kowalski","M",21,180,76,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming  200 metres Freestyle","Bronze","0",-0.5,"Men's"
"6528","63521","Daniel Steven Kowalski","M",21,180,76,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming  400 metres Freestyle","Bronze","0",-0.5,"Men's"
"6529","63521","Daniel Steven Kowalski","M",21,180,76,"Australia","AUS","1996 Summer",1996,"Summer","Atlanta","Swimming","Swimming  1,500 metres Freestyle","Silver","0",-0.5,"Men's"
"6530","63521","Daniel Steven Kowalski","M",25,180,76,"Australia","AUS","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming  4 x 200 metres Freestyle Relay","Gold","1",-0.5,"Men's"
"6531","63523","Manja Kowalski","F",24,185,75,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Rowing","Rowing  Quadruple Sculls","Gold","1",0.5,"Women's"
"6532","63525","Kerstin Kowalski-El-Qalqili","F",24,176,65,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Rowing","Rowing  Quadruple Sculls","Gold","1",0.5,"Women's"
"6533","63525","Kerstin Kowalski-El-Qalqili","F",28,176,65,"Germany","GER","2004 Summer",2004,"Summer","Athina","Rowing","Rowing  Quadruple Sculls","Gold","1",0.5,"Women's"
"6534","63543","Danuta Kozk","F",21,168,63,"Hungary","HUN","2008 Summer",2008,"Summer","Beijing","Canoeing","Canoeing  Kayak Fours, 500 metres","Silver","0",0.5,"Women's"
"6535","63543","Danuta Kozk","F",25,168,63,"Hungary","HUN","2012 Summer",2012,"Summer","London","Canoeing","Canoeing  Kayak Singles, 500 metres","Gold","1",0.5,"Women's"
"6536","63543","Danuta Kozk","F",25,168,63,"Hungary","HUN","2012 Summer",2012,"Summer","London","Canoeing","Canoeing  Kayak Fours, 500 metres","Gold","1",0.5,"Women's"
"6537","63543","Danuta Kozk","F",29,168,63,"Hungary","HUN","2016 Summer",2016,"Summer","Rio de Janeiro","Canoeing","Canoeing  Kayak Singles, 500 metres","Gold","1",0.5,"Women's"
"6538","63543","Danuta Kozk","F",29,168,63,"Hungary","HUN","2016 Summer",2016,"Summer","Rio de Janeiro","Canoeing","Canoeing  Kayak Doubles, 500 metres","Gold","1",0.5,"Women's"
"6539","63543","Danuta Kozk","F",29,168,63,"Hungary","HUN","2016 Summer",2016,"Summer","Rio de Janeiro","Canoeing","Canoeing  Kayak Fours, 500 metres","Gold","1",0.5,"Women's"
"6540","63567","Anastasiya Mykolavna Kozhenkova","F",26,186,75,"Ukraine","UKR","2012 Summer",2012,"Summer","London","Rowing","Rowing  Quadruple Sculls","Gold","1",0.5,"Women's"
"6541","63572","Yelizaveta Aleksandrovna Kozhevnikova","F",20,166,59,"Russia","RUS","1994 Winter",1994,"Winter","Lillehammer","Freestyle Skiing","Freestyle Skiing  Moguls","Bronze","0",0.5,"Women's"
"6542","63590","Nikolay Nikolayevich Kozlov","M",28,192,92,"Russia","RUS","2000 Summer",2000,"Summer","Sydney","Water Polo","Water Polo  Water Polo","Silver","0",-0.5,"Men's"
"6543","63590","Nikolay Nikolayevich Kozlov","M",32,192,92,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Water Polo","Water Polo  Water Polo","Bronze","0",-0.5,"Men's"
"6544","63596","Anna A. Kozlova","F",31,177,62,"United States","USA","2004 Summer",2004,"Summer","Athina","Synchronized Swimming","Synchronized Swimming  Duet","Bronze","0",0.5,"Women's"
"6545","63596","Anna A. Kozlova","F",31,177,62,"United States","USA","2004 Summer",2004,"Summer","Athina","Synchronized Swimming","Synchronized Swimming  Team","Bronze","0",0.5,"Women's"
"6546","63607","Gyrgy Kozmann","M",26,179,85,"Hungary","HUN","2004 Summer",2004,"Summer","Athina","Canoeing","Canoeing  Canadian Doubles, 1,000 metres","Bronze","0",-0.5,"Men's"
"6547","63607","Gyrgy Kozmann","M",30,179,85,"Hungary","HUN","2008 Summer",2008,"Summer","Beijing","Canoeing","Canoeing  Canadian Doubles, 1,000 metres","Bronze","0",-0.5,"Men's"
"6548","63609","Primo Kozmus","M",28,188,112,"Slovenia","SLO","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics  Hammer Throw","Gold","1",-0.5,"Men's"
"6549","63609","Primo Kozmus","M",32,188,112,"Slovenia","SLO","2012 Summer",2012,"Summer","London","Athletics","Athletics  Hammer Throw","Silver","0",-0.5,"Men's"
"6550","63611","Stavroula ""Voula"" Kozomboli","F",30,180,73,"Greece","GRE","2004 Summer",2004,"Summer","Athina","Water Polo","Water Polo  Water Polo","Silver","0",0.5,"Women's"
"6551","63634","Szymon Piotr Koecki","M",18,181,94,"Poland","POL","2000 Summer",2000,"Summer","Sydney","Weightlifting","Weightlifting  Middle-Heavyweight","Silver","0",-0.5,"Men's"
"6552","63634","Szymon Piotr Koecki","M",26,181,94,"Poland","POL","2008 Summer",2008,"Summer","Beijing","Weightlifting","Weightlifting  Middle-Heavyweight","Silver","0",-0.5,"Men's"
"6553","63636","Krzysztof Marek Koomaski","M",27,169,69,"Poland-1","POL","2000 Summer",2000,"Summer","Sydney","Canoeing","Canoeing  Canadian Doubles, Slalom","Silver","0",-0.5,"Men's"
"6554","63664","Karen Kraft (-Rigsby)","F",27,177,71,"United States","USA","1996 Summer",1996,"Summer","Atlanta","Rowing","Rowing  Coxless Pairs","Silver","0",0.5,"Women's"
"6555","63664","Karen Kraft (-Rigsby)","F",31,177,71,"United States","USA","2000 Summer",2000,"Summer","Sydney","Rowing","Rowing  Coxless Pairs","Bronze","0",0.5,"Women's"
"6556","63673","Annike Berit Krahn","F",23,173,61,"Germany","GER","2008 Summer",2008,"Summer","Beijing","Football","Football  Football","Bronze","0",0.5,"Women's"
"6557","63673","Annike Berit Krahn","F",31,173,61,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Football","Football  Football","Gold","1",0.5,"Women's"
"6558","63676","Rudolf ""Rudi"" Kraj","M",22,186,81,"Czech Republic","CZE","2000 Summer",2000,"Summer","Sydney","Boxing","Boxing  Light-Heavyweight","Silver","0",-0.5,"Men's"
"6559","63681","Julia Krajewski","F",27,168,65,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Equestrianism","Equestrianism  Three-Day Event, Team","Silver","0",0.5,"Mixed"
"6560","63723","Sven Kramer","M",19,185,80,"Netherlands","NED","2006 Winter",2006,"Winter","Torino","Speed Skating","Speed Skating  5,000 metres","Silver","0",-0.5,"Men's"
"6561","63723","Sven Kramer","M",19,185,80,"Netherlands","NED","2006 Winter",2006,"Winter","Torino","Speed Skating","Speed Skating  Team Pursuit (8 laps)","Bronze","0",-0.5,"Men's"
"6562","63723","Sven Kramer","M",23,185,80,"Netherlands","NED","2010 Winter",2010,"Winter","Vancouver","Speed Skating","Speed Skating  5,000 metres","Gold","1",-0.5,"Men's"
"6563","63723","Sven Kramer","M",23,185,80,"Netherlands","NED","2010 Winter",2010,"Winter","Vancouver","Speed Skating","Speed Skating  Team Pursuit (8 laps)","Bronze","0",-0.5,"Men's"
"6564","63723","Sven Kramer","M",27,185,80,"Netherlands","NED","2014 Winter",2014,"Winter","Sochi","Speed Skating","Speed Skating  5,000 metres","Gold","1",-0.5,"Men's"
"6565","63723","Sven Kramer","M",27,185,80,"Netherlands","NED","2014 Winter",2014,"Winter","Sochi","Speed Skating","Speed Skating  10,000 metres","Silver","0",-0.5,"Men's"
"6566","63723","Sven Kramer","M",27,185,80,"Netherlands","NED","2014 Winter",2014,"Winter","Sochi","Speed Skating","Speed Skating  Team Pursuit (8 laps)","Gold","1",-0.5,"Men's"
"6567","63741","Robert Kranjec","M",20,175,61,"Slovenia","SLO","2002 Winter",2002,"Winter","Salt Lake City","Ski Jumping","Ski Jumping  Large Hill, Team","Bronze","0",-0.5,"Men's"
"6568","63747","Ivan Krapi","M",27,194,103,"Croatia","CRO","2016 Summer",2016,"Summer","Rio de Janeiro","Water Polo","Water Polo  Water Polo","Silver","0",-0.5,"Men's"
"6569","63768","Luan Krasniqi","M",25,190,92,"Germany","GER","1996 Summer",1996,"Summer","Atlanta","Boxing","Boxing  Heavyweight","Bronze","0",-0.5,"Men's"
"6570","63770","Olesya Aleksandrovna Krasnomovets (-Forsheva)","F",25,171,60,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Athletics","Athletics  4 x 400 metres Relay","Silver","0",0.5,"Women's"
"6571","63817","Pontus Sebastian Kraupp","M",28,183,79,"Sweden","SWE","2014 Winter",2014,"Winter","Sochi","Curling","Curling  Curling","Bronze","0",-0.5,"Men's"
"6572","63818","Alanna Kraus (-Handley)","F",24,165,60,"Canada","CAN","2002 Winter",2002,"Winter","Salt Lake City","Short Track Speed Skating","Short Track Speed Skating  3,000 metres Relay","Bronze","0",0.5,"Women's"
"6573","63818","Alanna Kraus (-Handley)","F",28,165,60,"Canada","CAN","2006 Winter",2006,"Winter","Torino","Short Track Speed Skating","Short Track Speed Skating  3,000 metres Relay","Silver","0",0.5,"Women's"
"6574","63826","Marinus Kraus","M",22,173,59,"Germany","GER","2014 Winter",2014,"Winter","Sochi","Ski Jumping","Ski Jumping  Large Hill, Team","Gold","1",-0.5,"Men's"
"6575","63859","Stefan Kraue","M",26,186,90,"Germany-1","GER","1994 Winter",1994,"Winter","Lillehammer","Luge","Luge  (Men)'s Doubles","Bronze","0",-0.5,"Mixed"
"6576","63859","Stefan Kraue","M",30,186,90,"Germany-1","GER","1998 Winter",1998,"Winter","Nagano","Luge","Luge  (Men)'s Doubles","Gold","1",-0.5,"Mixed"
"6577","63864","Silke Kraushaar (-Pielach)","F",27,177,66,"Germany","GER","1998 Winter",1998,"Winter","Nagano","Luge","Luge  Singles","Gold","1",0.5,"Women's"
"6578","63864","Silke Kraushaar (-Pielach)","F",31,177,66,"Germany","GER","2002 Winter",2002,"Winter","Salt Lake City","Luge","Luge  Singles","Bronze","0",0.5,"Women's"
"6579","63864","Silke Kraushaar (-Pielach)","F",35,177,66,"Germany","GER","2006 Winter",2006,"Winter","Torino","Luge","Luge  Singles","Silver","0",0.5,"Women's"
"6580","63868","Laura Kraut (Kent-)","F",42,168,58,"United States","USA","2008 Summer",2008,"Summer","Beijing","Equestrianism","Equestrianism  Jumping, Team","Gold","1",0.5,"Mixed"
"6581","63872","Virginia Kravarioti","F",24,166,69,"Greece","GRE","2008 Summer",2008,"Summer","Beijing","Sailing","Sailing  Three Person Keelboat","Bronze","0",0.5,"Women's"
"6582","63873","Olena Vitalivna Kravatska","F",24,176,66,"Ukraine","UKR","2016 Summer",2016,"Summer","Rio de Janeiro","Fencing","Fencing  Sabre, Team","Silver","0",0.5,"Women's"
"6583","63875","Andrey Sergeyevich Kravchenko","M",22,191,83,"Belarus","BLR","2008 Summer",2008,"Summer","Beijing","Athletics","Athletics  Decathlon","Silver","0",-0.5,"Men's"
"6584","63885","Igor Aleksandrovich Kravchuk","M",31,185,95,"Russia","RUS","1998 Winter",1998,"Winter","Nagano","Ice Hockey","Ice Hockey  Ice Hockey","Silver","0",-0.5,"Men's"
"6585","63885","Igor Aleksandrovich Kravchuk","M",35,185,95,"Russia","RUS","2002 Winter",2002,"Winter","Salt Lake City","Ice Hockey","Ice Hockey  Ice Hockey","Bronze","0",-0.5,"Men's"
"6586","63890","Inesa Mykolavna Kravets (Shuliak-, -Izvachuk)","F",29,178,60,"Ukraine","UKR","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics  Triple Jump","Gold","1",0.5,"Women's"
"6587","63892","Igor Aleksandrovich Kravtsov","M",30,192,105,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Rowing","Rowing  Quadruple Sculls","Gold","1",-0.5,"Men's"
"6588","63912","Lenny Krayzelburg","M",24,187,87,"United States","USA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming  100 metres Backstroke","Gold","1",-0.5,"Men's"
"6589","63912","Lenny Krayzelburg","M",24,187,87,"United States","USA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming  200 metres Backstroke","Gold","1",-0.5,"Men's"
"6590","63912","Lenny Krayzelburg","M",24,187,87,"United States","USA","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming  4 x 100 metres Medley Relay","Gold","1",-0.5,"Men's"
"6591","63912","Lenny Krayzelburg","M",28,187,87,"United States","USA","2004 Summer",2004,"Summer","Athina","Swimming","Swimming  4 x 100 metres Medley Relay","Gold","1",-0.5,"Men's"
"6592","63933","Adam Kreek","M",27,193,91,"Canada","CAN","2008 Summer",2008,"Summer","Beijing","Rowing","Rowing  Coxed Eights","Gold","1",-0.5,"Men's"
"6593","63942","David Kreiner","M",28,172,60,"Austria","AUT","2010 Winter",2010,"Winter","Vancouver","Nordic Combined","Nordic Combined  Team","Gold","1",-0.5,"Men's"
"6594","63946","Marion Kreiner","F",28,170,61,"Austria","AUT","2010 Winter",2010,"Winter","Vancouver","Snowboarding","Snowboarding  Parallel Giant Slalom","Bronze","0",0.5,"Women's"
"6595","63955","Jannick Green Krejberg","M",27,195,95,"Denmark","DEN","2016 Summer",2016,"Summer","Rio de Janeiro","Handball","Handball  Handball","Gold","1",-0.5,"Men's"
"6596","63999","Kelly Kretschman","F",24,165,66,"United States","USA","2004 Summer",2004,"Summer","Athina","Softball","Softball  Softball","Gold","1",0.5,"Women's"
"6597","63999","Kelly Kretschman","F",28,165,66,"United States","USA","2008 Summer",2008,"Summer","Beijing","Softball","Softball  Softball","Silver","0",0.5,"Women's"
"6598","64003","Peter Kretschmer","M",20,175,70,"Germany","GER","2012 Summer",2012,"Summer","London","Canoeing","Canoeing  Canadian Doubles, 1,000 metres","Gold","1",-0.5,"Men's"
"6599","64006","Stefan Kretzschmar","M",31,190,95,"Germany","GER","2004 Summer",2004,"Summer","Athina","Handball","Handball  Handball","Silver","0",-0.5,"Men's"
"6600","64037","Steffi Kriegerstein","F",23,178,70,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Canoeing","Canoeing  Kayak Fours, 500 metres","Silver","0",0.5,"Women's"
"6601","64054","Gril Kringen","F",28,153,53,"Norway","NOR","2000 Summer",2000,"Summer","Sydney","Football","Football  Football","Gold","1",0.5,"Women's"
"6602","64086","Hans Thor Juul Kristensen","M",24,186,72,"Denmark","DEN","2004 Summer",2004,"Summer","Athina","Rowing","Rowing  Lightweight Coxless Fours","Gold","1",-0.5,"Men's"
"6603","64109","Veronica Egebakken Kristiansen","F",26,175,68,"Norway","NOR","2016 Summer",2016,"Summer","Rio de Janeiro","Handball","Handball  Handball","Bronze","0",0.5,"Women's"
"6604","64124","Alexander Kristoff","M",25,180,72,"Norway","NOR","2012 Summer",2012,"Summer","London","Cycling","Cycling  Road Race, Individual","Bronze","0",-0.5,"Men's"
"6605","64143","Rick Michael Krivda","M",30,185,84,"United States","USA","2000 Summer",2000,"Summer","Sydney","Baseball","Baseball  Baseball","Gold","1",-0.5,"Men's"
"6606","64150","Sergey Vladimirovich Krivokrasov","M",23,180,84,"Russia","RUS","1998 Winter",1998,"Winter","Nagano","Ice Hockey","Ice Hockey  Ice Hockey","Silver","0",-0.5,"Men's"
"6607","64152","Antonina Vladimirovna Krivoshapka","F",25,168,59,"Russia","RUS","2012 Summer",2012,"Summer","London","Athletics","Athletics  4 x 400 metres Relay","Silver","0",0.5,"Women's"
"6608","64153","Yelena Anatolyevna Krivoshey","F",19,172,45,"Russia","RUS","1996 Summer",1996,"Summer","Atlanta","Rhythmic Gymnastics","Rhythmic Gymnastics  Group","Bronze","0",0.5,"Women's"
"6609","64156","Denis Ivanovich Krivoshlykov","M",29,180,85,"Russia","RUS","2000 Summer",2000,"Summer","Sydney","Handball","Handball  Handball","Gold","1",-0.5,"Men's"
"6610","64156","Denis Ivanovich Krivoshlykov","M",33,180,85,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Handball","Handball  Handball","Bronze","0",-0.5,"Men's"
"6611","64188","Jozef Krn","M",26,174,66,"Slovakia","SVK","2004 Summer",2004,"Summer","Athina","Judo","Judo  Half-Lightweight","Silver","0",-0.5,"Men's"
"6612","64194","Sara Krnji","F",25,193,83,"Serbia","SRB","2016 Summer",2016,"Summer","Rio de Janeiro","Basketball","Basketball  Basketball","Bronze","0",0.5,"Women's"
"6613","64249","Ranomi Kromowidjojo","F",17,180,72,"Netherlands","NED","2008 Summer",2008,"Summer","Beijing","Swimming","Swimming  4 x 100 metres Freestyle Relay","Gold","1",0.5,"Women's"
"6614","64249","Ranomi Kromowidjojo","F",21,180,72,"Netherlands","NED","2012 Summer",2012,"Summer","London","Swimming","Swimming  50 metres Freestyle","Gold","1",0.5,"Women's"
"6615","64249","Ranomi Kromowidjojo","F",21,180,72,"Netherlands","NED","2012 Summer",2012,"Summer","London","Swimming","Swimming  100 metres Freestyle","Gold","1",0.5,"Women's"
"6616","64249","Ranomi Kromowidjojo","F",21,180,72,"Netherlands","NED","2012 Summer",2012,"Summer","London","Swimming","Swimming  4 x 100 metres Freestyle Relay","Silver","0",0.5,"Women's"
"6617","64265","Hans Niklas Kronwall","M",25,183,86,"Sweden","SWE","2006 Winter",2006,"Winter","Torino","Ice Hockey","Ice Hockey  Ice Hockey","Gold","1",-0.5,"Men's"
"6618","64265","Hans Niklas Kronwall","M",33,183,86,"Sweden","SWE","2014 Winter",2014,"Winter","Sochi","Ice Hockey","Ice Hockey  Ice Hockey","Silver","0",-0.5,"Men's"
"6619","64268","Sari Kristiina Krooks (-Newcomb)","F",30,161,53,"Finland","FIN","1998 Winter",1998,"Winter","Nagano","Ice Hockey","Ice Hockey  Ice Hockey","Bronze","0",0.5,"Women's"
"6620","64292","Luk Krplek","M",25,197,105,"Czech Republic","CZE","2016 Summer",2016,"Summer","Rio de Janeiro","Judo","Judo  Half-Heavyweight","Gold","1",-0.5,"Men's"
"6621","64302","Sinphet Kruaithong","M",20,159,56,"Thailand","THA","2016 Summer",2016,"Summer","Rio de Janeiro","Weightlifting","Weightlifting  Bantamweight","Bronze","0",-0.5,"Men's"
"6622","64326","Frantz Kruger","M",25,203,130,"South Africa","RSA","2000 Summer",2000,"Summer","Sydney","Athletics","Athletics  Discus Throw","Bronze","0",-0.5,"Men's"
"6623","64327","Hannah Krger","F",27,173,67,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Hockey","Hockey  Hockey","Bronze","0",0.5,"Women's"
"6624","64337","Marcus Viktor Krger","M",23,182,82,"Sweden","SWE","2014 Winter",2014,"Winter","Sochi","Ice Hockey","Ice Hockey  Ice Hockey","Silver","0",-0.5,"Men's"
"6625","64343","Nikolay Nikolayevich Kruglov","M",24,180,72,"Russia","RUS","2006 Winter",2006,"Winter","Torino","Biathlon","Biathlon  4 x 7.5 kilometres Relay","Silver","0",-0.5,"Men's"
"6626","64347","Larisa Nikolayevna Kruglova","F",31,166,63,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Athletics","Athletics  4 x 100 metres Relay","Silver","0",0.5,"Women's"
"6627","64375","James W. ""J. W."" Krumpholz","M",20,191,93,"United States","USA","2008 Summer",2008,"Summer","Beijing","Water Polo","Water Polo  Water Polo","Silver","0",-0.5,"Men's"
"6628","64378","Edvinas Krungolcas","M",35,187,79,"Lithuania","LTU","2008 Summer",2008,"Summer","Beijing","Modern Pentathlon","Modern Pentathlon  Individual","Silver","0",-0.5,"Men's"
"6629","64391","Jens Kruppa","M",24,200,95,"Germany","GER","2000 Summer",2000,"Summer","Sydney","Swimming","Swimming  4 x 100 metres Medley Relay","Bronze","0",-0.5,"Men's"
"6630","64391","Jens Kruppa","M",28,200,95,"Germany","GER","2004 Summer",2004,"Summer","Athina","Swimming","Swimming  4 x 100 metres Medley Relay","Silver","0",-0.5,"Men's"
"6631","64410","Eszter Krutzler","F",23,160,69,"Hungary","HUN","2004 Summer",2004,"Summer","Athina","Weightlifting","Weightlifting  Light-Heavyweight","Silver","0",0.5,"Women's"
"6632","64425","Oleksandr Volodymyrovych Krykun","M",30,194,125,"Ukraine","UKR","1996 Summer",1996,"Summer","Atlanta","Athletics","Athletics  Hammer Throw","Bronze","0",-0.5,"Men's"
"6633","64430","Anzhelika Alekseyevna Krylova","F",24,171,56,"Russia-2","RUS","1998 Winter",1998,"Winter","Nagano","Figure Skating","Figure Skating  Ice Dancing","Silver","0",0.5,"Mixed"
"6634","64441","Mariya Yevgenyevna Kryuchkova","F",16,150,39,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Gymnastics","Gymnastics  Team All-Around","Bronze","0",0.5,"Women's"
"6635","64443","Nikita Valeryevich Kryukov","M",24,184,74,"Russia","RUS","2010 Winter",2010,"Winter","Vancouver","Cross Country Skiing","Cross Country Skiing  Sprint","Gold","1",-0.5,"Men's"
"6636","64443","Nikita Valeryevich Kryukov","M",28,184,74,"Russia","RUS","2014 Winter",2014,"Winter","Sochi","Cross Country Skiing","Cross Country Skiing  Team Sprint","Silver","0",-0.5,"Men's"
"6637","64444","Nikolay Vyacheslavovich Kryukov","M",17,164,59,"Russia","RUS","1996 Summer",1996,"Summer","Atlanta","Gymnastics","Gymnastics  Team All-Around","Gold","1",-0.5,"Men's"
"6638","64444","Nikolay Vyacheslavovich Kryukov","M",21,164,59,"Russia","RUS","2000 Summer",2000,"Summer","Sydney","Gymnastics","Gymnastics  Team All-Around","Bronze","0",-0.5,"Men's"
"6639","64462","Adam Artur Krzesiski","M",30,196,92,"Poland","POL","1996 Summer",1996,"Summer","Atlanta","Fencing","Fencing  Foil, Team","Silver","0",-0.5,"Men's"
"6640","64467","Ognjen Kri","M",27,192,92,"Croatia","CRO","1996 Summer",1996,"Summer","Atlanta","Water Polo","Water Polo  Water Polo","Silver","0",-0.5,"Men's"
"6641","64485","Eldar-Luk'a K'urt'anidze","M",24,173,96,"Georgia","GEO","1996 Summer",1996,"Summer","Atlanta","Wrestling","Wrestling  Light-Heavyweight, Freestyle","Bronze","0",-0.5,"Men's"
"6642","64485","Eldar-Luk'a K'urt'anidze","M",28,173,96,"Georgia","GEO","2000 Summer",2000,"Summer","Sydney","Wrestling","Wrestling  Heavyweight, Freestyle","Bronze","0",-0.5,"Men's"
"6643","64487","Ku Bon-Chan","M",23,181,84,"South Korea","KOR","2016 Summer",2016,"Summer","Rio de Janeiro","Archery","Archery  Individual","Gold","1",-0.5,"Men's"
"6644","64487","Ku Bon-Chan","M",23,181,84,"South Korea","KOR","2016 Summer",2016,"Summer","Rio de Janeiro","Archery","Archery  Team","Gold","1",-0.5,"Men's"
"6645","64495","Filip Kuba","M",29,192,91,"Czech Republic","CZE","2006 Winter",2006,"Winter","Torino","Ice Hockey","Ice Hockey  Ice Hockey","Bronze","0",-0.5,"Men's"
"6646","64528","Pavel Kubina","M",28,196,113,"Czech Republic","CZE","2006 Winter",2006,"Winter","Torino","Ice Hockey","Ice Hockey  Ice Hockey","Bronze","0",-0.5,"Men's"
"6647","64562","Frantiek Kuera","M",30,188,93,"Czech Republic","CZE","1998 Winter",1998,"Winter","Nagano","Ice Hockey","Ice Hockey  Ice Hockey","Gold","1",-0.5,"Men's"
"6648","64576","Matthew Gregory ""Matt"" Kuchar","M",38,193,86,"United States","USA","2016 Summer",2016,"Summer","Rio de Janeiro","Golf","Golf  Individual","Bronze","0",-0.5,"Men's"
"6649","64583","Tomasz Bogusaw Kucharski","M",26,181,72,"Poland","POL","2000 Summer",2000,"Summer","Sydney","Rowing","Rowing  Lightweight Double Sculls","Gold","1",-0.5,"Men's"
"6650","64583","Tomasz Bogusaw Kucharski","M",30,181,72,"Poland","POL","2004 Summer",2004,"Summer","Athina","Rowing","Rowing  Lightweight Double Sculls","Gold","1",-0.5,"Men's"
"6651","64608","Jonathan Kuck","M",19,183,79,"United States","USA","2010 Winter",2010,"Winter","Vancouver","Speed Skating","Speed Skating  Team Pursuit (8 laps)","Silver","0",-0.5,"Men's"
"6652","64632","Vasily Aleksandrovich Kudinov","M",31,195,100,"Russia","RUS","2000 Summer",2000,"Summer","Sydney","Handball","Handball  Handball","Gold","1",-0.5,"Men's"
"6653","64632","Vasily Aleksandrovich Kudinov","M",35,195,100,"Russia","RUS","2004 Summer",2004,"Summer","Athina","Handball","Handball  Handball","Bronze","0",-0.5,"Men's"
"6654","64636","Denis Maksymilian Kudla","M",21,184,90,"Germany","GER","2016 Summer",2016,"Summer","Rio de Janeiro","Wrestling","Wrestling  Light-Heavyweight, Greco-Roman","Bronze","0",-0.5,"Men's"
"6655","64658","Yana Alekseyevna Kudryavtseva","F",18,170,47,"Russia","RUS","2016 Summer",2016,"Summer","Rio de Janeiro","Rhythmic Gymnastics","Rhythmic Gymnastics  Individual","Silver","0",0.5,"Women's"
"6656","64660","Besik Serodinovich Kudukhov","M",21,168,60,"Russia","RUS","2008 Summer",2008,"Summer","Beijing","Wrestling","Wrestling  Featherweight, Freestyle","Bronze","0",-0.5,"Men's"
"6657","64660","Besik Serodinovich Kudukhov","M",25,168,60,"Russia","RUS","2012 Summer",2012,"Summer","London","Wrestling","Wrestling  Lightweight, Freestyle","Silver","0",-0.5,"Men's"
"6658","64676","Andreas Kuffner","M",25,196,94,"Germany","GER","2012 Summer",2012,"Summer","London","Rowing","Rowing  Coxed Eights","Gold","1",-0.5,"Men's"
